selection,view,channel,start_time,end_time,LowFreq,HighFreq,sound_category,sound_type,confidence,notes,name,filename
4,Spectrogram 1,1,2266.265988,2273.859861,18.5,308.7,elephant_vocalization,rumble,3,don't know which elephants,Giot,0mCage_Swift1_20210919_070100.wav
5,Spectrogram 1,1,2292.515146,2298.814322,21.7,541.09,elephant_vocalization,roar_rumble,1,Berti,Giot,0mCage_Swift1_20210919_070100.wav
6,Spectrogram 1,1,2313.848452,2320.147416,22.8,194.6,elephant_vocalization,rumble,3,don't know which elephants,Giot,0mCage_Swift1_20210919_070100.wav
7,Spectrogram 1,1,2333.6013,2339.044308,16.3,162.2,elephant_vocalization,rumble,3,don't know which elephants,Giot,0mCage_Swift1_20210919_070100.wav
8,Spectrogram 1,1,2392.355088,2399.685589,19.2,231.3,elephant_vocalization,rumble,3,don't know which elephants,Giot,0mCage_Swift1_20210919_070100.wav
9,Spectrogram 1,1,2450.647939,2456.329574,18.4,216.7,elephant_vocalization,rumble,3,don't know which elephants,Giot,0mCage_Swift1_20210919_070100.wav
10,Spectrogram 1,1,2642.557839,2650.371188,20.1,191.3,elephant_vocalization,rumble,3,Theo,Giot,0mCage_Swift1_20210919_070100.wav
11,Spectrogram 1,1,2700.740952,2703.594141,23.1,1021.7,elephant_vocalization,growl,3,Berti,Giot,0mCage_Swift1_20210919_070100.wav
12,Spectrogram 1,1,2857.841943,2863.021579,19.2,136,elephant_vocalization,rumble,3,don't know which elephants,Giot,0mCage_Swift1_20210919_070100.wav
13,Spectrogram 1,1,3168.378673,3173.097409,28.8,137.2,elephant_vocalization,rumble,3,don't know which elephants,Giot,0mCage_Swift1_20210919_070100.wav
14,Spectrogram 1,1,3364.34888,3367.882446,23.1,1627.9,elephant_vocalization,roar_rumble,3,Berti,Giot,0mCage_Swift1_20210919_070100.wav
15,Spectrogram 1,1,3505.252574,3509.993258,18.4,130.7,elephant_vocalization,rumble,2,don't know which elephants,Giot,0mCage_Swift1_20210919_070100.wav
16,Spectrogram 1,1,2454.343103,2460.674979,25.543,210.891,elephant_vocalization,rumble,3,don't know which elephants,Giot,0mCage_Swift1_20210919_070100.wav
1,Spectrogram 1,1,326.9138336,330.6233816,17.7,129.4,elephant_vocalization,rumble,3,don't know which elephants,Giot,0mCage_Swift1_20210919_080100.wav
2,Spectrogram 1,1,783.3619244,787.766026,19,122.8,elephant_vocalization,rumble,1,don't know which elephants,Giot,0mCage_Swift1_20210919_080100.wav
3,Spectrogram 1,1,969.6766509,974.7242215,24.4,1960.6,elephant_vocalization,roar_rumble,3,Berti,Giot,0mCage_Swift1_20210919_080100.wav
4,Spectrogram 1,1,2389.112536,2392.215544,20.652,188.587,elephant_vocalization,rumble,3,don't know which elephants,Giot,0mCage_Swift1_20210919_080100.wav
5,Spectrogram 1,1,2392.516916,2396.267314,19.022,145.109,elephant_vocalization,rumble,3,don't know which elephants,Giot,0mCage_Swift1_20210919_080100.wav
6,Spectrogram 1,1,2400.966474,2407.161329,24.595,1400.206,elephant_vocalization,roar_rumble,2,Berti,Giot,0mCage_Swift1_20210919_080100.wav
7,Spectrogram 1,1,2507.607268,2512.116675,28.822,2308.696,elephant_vocalization,roar_rumble,2,Berti,Giot,0mCage_Swift1_20210919_080100.wav
8,Spectrogram 1,1,2546.110242,2553.276182,19.215,1925.713,elephant_vocalization,roar_rumble,2,Berti,Giot,0mCage_Swift1_20210919_080100.wav
9,Spectrogram 1,1,2650.462846,2654.749016,17.391,146.196,elephant_vocalization,rumble,3,don't know which elephants,Giot,0mCage_Swift1_20210919_080100.wav
10,Spectrogram 1,1,2678.657806,2682.363557,26.087,1397.561,elephant_vocalization,roar_rumble,2,Berti,Giot,0mCage_Swift1_20210919_080100.wav
11,Spectrogram 1,1,2698.481341,2701.94153,24.595,221.355,elephant_vocalization,rumble,2,don't know which elephants,Giot,0mCage_Swift1_20210919_080100.wav
1,Spectrogram 1,1,38.34247423,38.9460335,73.9,4826.5,elephant_vocalization,trumpet,3,don't know which elephants,Giot,0mCage_Swift1_20210919_090100.wav
2,Spectrogram 1,1,1590.100745,1591.900449,228.3,5767.4,elephant_vocalization,roar,3,maybe Chris,Giot,0mCage_Swift1_20210919_090100.wav
1,Spectrogram 1,1,474.4073144,475.0770284,46.1,8000,elephant_vocalization,trumpet,3,"Berti, karna mahout gangguin Boni",Giot,0mCage_Swift1_20211026_170100.wav
1,Spectrogram 1,1,416.1656476,416.9726514,0,8000,elephant_vocalization,trumpet,3,"Boni, afraid about something",Giot,0mcage_Swift1_20211026_220100.wav
2,Spectrogram 1,1,895.0773118,896.1746923,0,8000,elephant_sound,unidentified,2,maybe Chris,Giot,0mcage_Swift1_20211026_220100.wav
1,Spectrogram 1,1,912.6842393,918.5248042,23.913,1500.3,elephant_vocalization,roar_rumble,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
2,Spectrogram 1,1,892.3968595,902.6573114,19.6,152.2,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
3,Spectrogram 1,1,933.3668151,941.7014591,16.8,115.217,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
4,Spectrogram 1,1,1110.024555,1119.438855,23.4,7773.913,elephant_vocalization,long_roar_rumble,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
5,Spectrogram 1,1,655.5323753,657.1109063,1223.602,4825.235,elephant_vocalization,trumpet,3,"Chris, from far",Giot,0mCage_Swift1_20211030_100100.wav
6,Spectrogram 1,1,656.8583413,665.2561265,25.543,4181.153,elephant_vocalization,roar_rumble,3,"Agustin, calling her son",Giot,0mCage_Swift1_20211030_100100.wav
7,Spectrogram 1,1,664.9404203,667.2766463,225.967,2032.771,elephant_vocalization,trumpet,3,"Chris, from far",Giot,0mCage_Swift1_20211030_100100.wav
8,Spectrogram 1,1,668.0343412,672.9593581,33.818,473.37,elephant_vocalization,growl,3,"Agustin, communicate with her son",Giot,0mCage_Swift1_20211030_100100.wav
9,Spectrogram 1,1,668.7288949,671.1914033,347.826,3686.957,elephant_vocalization,trumpet,3,"Chris, from far",Giot,0mCage_Swift1_20211030_100100.wav
10,Spectrogram 1,1,752.2016169,759.9048484,21.739,127.174,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
11,Spectrogram 1,1,764.8930065,771.1439895,21.196,125.543,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
12,Spectrogram 1,1,776.7635601,782.3831306,22.283,118.478,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
13,Spectrogram 1,1,787.43443,794.8850965,21.739,139.13,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
14,Spectrogram 1,1,805.177119,810.4178421,31.512,980.726,elephant_vocalization,rumble,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
15,Spectrogram 1,1,822.0358306,833.6538192,15.217,190.217,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
16,Spectrogram 1,1,848.1131636,857.1423612,19.565,190.217,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
17,Spectrogram 1,1,957.6761933,967.3999446,18.478,151.087,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
18,Spectrogram 1,1,980.533323,987.7314246,20.652,150,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
19,Spectrogram 1,1,999.4300358,1008.206668,15.217,180.435,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
20,Spectrogram 1,1,1015.9099,1024.497109,19.565,183.696,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
21,Spectrogram 1,1,1038.956453,1048.111933,20.652,178.261,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
22,Spectrogram 1,1,1063.328973,1070.653357,18.478,185.87,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
23,Spectrogram 1,1,1083.660453,1090.795413,16.304,183.696,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
24,Spectrogram 1,1,1097.109537,1104.87591,20.652,158.696,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
25,Spectrogram 1,1,1127.606757,1135.057424,26.087,2660.87,elephant_vocalization,roar_rumble,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
26,Spectrogram 1,1,1141.087412,1154.69435,21.739,140.217,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
27,Spectrogram 1,1,1164.228678,1172.50018,21.196,166.848,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
28,Spectrogram 1,1,1178.246033,1184.875864,18.478,126.087,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
29,Spectrogram 1,1,1187.969785,1193.463073,19.022,137.5,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
30,Spectrogram 1,1,1200.408609,1208.0487,20.109,135.87,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
31,Spectrogram 1,1,1210.890042,1216.446472,18.478,123.913,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
32,Spectrogram 1,1,1227.433048,1235.073138,21.196,145.109,elephant_vocalization,growl,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
33,Spectrogram 1,1,914.4048382,916.4253579,695.652,7873.913,elephant_vocalization,trumpet,3,Chris,Giot,0mCage_Swift1_20211030_100100.wav
34,Spectrogram 1,1,872.2237379,883.5575908,23.913,1067.5,elephant_vocalization,rumble,3,Agustin,Giot,0mCage_Swift1_20211030_100100.wav
1,Spectrogram 1,1,1915.446137,1919.550317,28.3,2650.6,elephant_vocalization,roar,3,"Eropa, calling her mom",Giot,0mCage_Swift1_20211030_150000.wav
2,Spectrogram 1,1,2766.722504,2776.366386,15.372,136.81,elephant_vocalization,rumble,3,Sari,Giot,0mCage_Swift1_20211030_150000.wav
3,Spectrogram 1,1,2860.839646,2868.340443,19.022,117.391,elephant_vocalization,rumble,3,Sari,Giot,0mCage_Swift1_20211030_150000.wav
4,Spectrogram 1,1,2904.415704,2911.916501,15.217,117.935,elephant_vocalization,rumble,3,Sari,Giot,0mCage_Swift1_20211030_150000.wav
5,Spectrogram 1,1,2797.082873,2802.797766,14.674,130.978,elephant_vocalization,rumble,3,Sari,Giot,0mCage_Swift1_20211030_150000.wav
1,Spectrogram 1,1,3230.847138,3231.604671,41.3,7993.5,elephant_vocalization,trumpet,3,"Sari, when Theo passed (ketika Theo lewat)",Giot,0mCage_Swift1_20211030_160000.wav
2,Spectrogram 1,1,73.65282645,77.31314874,16.14,134.504,elephant_vocalization,rumble,3,,Giot,0mCage_Swift1_20211030_160000.wav
3,Spectrogram 1,1,51.42306429,54.81555811,13.835,136.81,elephant_vocalization,rumble,3,,Giot,0mCage_Swift1_20211030_160000.wav
4,Spectrogram 1,1,114.1842,119.0943885,16.909,142.19,elephant_vocalization,rumble,3,,Giot,0mCage_Swift1_20211030_160000.wav
5,Spectrogram 1,1,962.8433131,964.9413027,25,359.702,elephant_sound,unidentified,3,"not sure, elephant sound or not",Giot,0mCage_Swift1_20211030_160000.wav
6,Spectrogram 1,1,1704.027882,1705.545576,16.909,8000,elephant_vocalization,trumpet,3,maybe Sari,Giot,0mCage_Swift1_20211030_160000.wav
7,Spectrogram 1,1,2634.017571,2635.133522,0,8000,elephant_sound,snort,3,maybe Sari,Giot,0mCage_Swift1_20211030_160000.wav
1,Spectrogram 1,1,1234.111443,1237.284291,34.4,244.6,elephant_vocalization,rumble,3,,giot,0mCage_Swift2_20210922_000000.wav
2,Spectrogram 1,1,1380.393916,1383.456266,33,459.619,elephant_vocalization,rumble,3,,giot,0mCage_Swift2_20210922_000000.wav
3,Spectrogram 1,1,1422.509124,1423.503599,27.7,6185.6,elephant_vocalization,trumpet,3,Boni,giot,0mCage_Swift2_20210922_000000.wav
4,Spectrogram 1,1,1430.212356,1430.985836,21.7,1840.8,elephant_vocalization,trumpet,2,maybe Boni,Giot,0mCage_Swift2_20210922_000000.wav
1,Spectrogram 1,1,581.3098642,581.9886325,81.5,5177.3,elephant_vocalization,trumpet,3,Boni,Giot,0mCage_Swift2_20210922_020100.wav
2,Spectrogram 1,1,581.0257286,586.94522,26.9,138,elephant_vocalization,rumble,3,Sari,Giot,0mCage_Swift2_20210922_020100.wav
3,Spectrogram 1,1,592.5411395,594.8457948,15.5,44.963,elephant_vocalization,rumble,3,Sari,Giot,0mCage_Swift2_20210922_020100.wav
4,Spectrogram 1,1,596.0060152,596.7952807,15,1710.1,elephant_vocalization,trumpet,3,Sari,Giot,0mCage_Swift2_20210922_020100.wav
5,Spectrogram 1,1,597.3083033,601.7281902,19.791,60.527,elephant_vocalization,rumble,3,Sari,Giot,0mCage_Swift2_20210922_020100.wav
1,Spectrogram 1,1,1156.858052,1157.884097,17.4,7587,elephant_sound,unidentified,1,Chris,Giot,0mCage_Swift2_20210922_040100.wav
2,Spectrogram 1,1,1454.711076,1457.378794,34.8,252.174,elephant_vocalization,rumble,3,,Giot,0mCage_Swift2_20210922_040100.wav
3,Spectrogram 1,1,1512.619488,1513.440324,38,2802.8,elephant_vocalization,trumpet,3,Boni (run),Giot,0mCage_Swift2_20210922_040100.wav
1,Spectrogram 1,1,503.7721671,504.6102095,5.4,3989.2,elephant_vocalization,roar,1,Chris,Giot,0mCage_Swift2_20210922_050100.wav
2,Spectrogram 1,1,3346.939999,3347.59181,0,7920.1,elephant_vocalization,snort,2,,Giot,0mCage_Swift2_20210922_050100.wav
1,Spectrogram 1,1,3321.239868,3322.139987,2.3,7989.2,elephant_vocalization,trumpet,3,"Boni (run, playing with Chris)",Giot,0mCage_Swift2_20210922_070100.wav
2,Spectrogram 1,1,3324.669634,3325.399041,35.4,8000,elephant_vocalization,trumpet,3,"Boni (run, playing with Chris)",Giot,0mCage_Swift2_20210922_070100.wav
3,Spectrogram 1,1,3326.159499,3328.254605,35.4,156,elephant_vocalization,rumble,3,Berti,Giot,0mCage_Swift2_20210922_070100.wav
4,Spectrogram 1,1,3327.02858,3327.726948,34.2,7706.5,elephant_sound,snort,3,Berti,Giot,0mCage_Swift2_20210922_070100.wav
1,Spectrogram 1,1,1694.821618,1695.374104,53.3,7747.9,elephant_vocalization,trumpet,3,Boni (running because of human fear),Giot,0mCage_Swift2_20210922_080100.wav
2,Spectrogram 1,1,2192.075366,2192.848846,80.4,7876.1,elephant_vocalization,trumpet,3,Boni (running because of human fear),Giot,0mCage_Swift2_20210922_080100.wav
3,Spectrogram 1,1,2417.912529,2418.970144,24.6,7157.6,elephant_vocalization,unidentified,3,,Giot,0mCage_Swift2_20210922_080100.wav
1,Spectrogram 1,1,2601.267757,2602.214435,6.1,2363.9,elephant_vocalization,trumpet,3,Chris,Giot,0mCage_Swift2_20210922_090100.wav
2,Spectrogram 1,1,2608.018655,2609.725778,217.4,4952.2,elephant_vocalization,roar,3,Chris (because mahout tickled) digeliin mahout,Giot,0mCage_Swift2_20210922_090100.wav
1,Spectrogram 1,1,2421.807219,2423.86702,30.4,429.3,elephant_vocalization,rumble,2,,Giot,0mCage_Swift2_20210922_230100.wav
1,Spectrogram 1,1,1355.679097,1356.31051,49.959,3615.468,elephant_vocalization,trumpet,3,,Giot,0mCage_Swift2_20210923_020100.wav
2,Spectrogram 1,1,1700.177714,1700.872268,20.752,8000,elephant_sound,snort,3,,Giot,0mCage_Swift2_20210923_020100.wav
3,Spectrogram 1,1,1710.2882,1714.660731,14.13,89.402,elephant_vocalization,rumble,1,,Giot,0mCage_Swift2_20210923_020100.wav
4,Spectrogram 1,1,3487.745776,3488.59029,135.682,7887.902,elephant_sound,snort,3,,Giot,0mCage_Swift2_20210923_020100.wav
5,Spectrogram 1,1,3564.044075,3565.149046,20.752,8000,elephant_sound,breathing,1,,Giot,0mCage_Swift2_20210923_020100.wav
6,Spectrogram 1,1,1335.379188,1335.994815,0,7565.217,elephant_sound,snort,3,,Giot,0mCage_Swift2_20210923_020100.wav
1,Spectrogram 1,1,1800.689325,1801.310098,97.8,1538.8,elephant_sound,snort,3,,Giot,0mCage_Swift2_20210923_050100.wav
2,Spectrogram 1,1,1803.979418,1807.370386,25,136.957,elephant_vocalization,rumble,3,,Giot,0mCage_Swift2_20210923_050100.wav
3,Spectrogram 1,1,1867.562005,1868.400047,17.4,3071.3,elephant_sound,snort,3,,Giot,0mCage_Swift2_20210923_050100.wav
4,Spectrogram 1,1,1871.767736,1877.098617,26.132,130.661,elephant_vocalization,rumble,3,,Giot,0mCage_Swift2_20210923_050100.wav
5,Spectrogram 1,1,1935.19513,1939.44742,14.81,132.25,elephant_vocalization,rumble,3,,Giot,0mCage_Swift2_20210923_050100.wav
6,Spectrogram 1,1,1939.462939,1943.518284,24.979,64.9,elephant_vocalization,rumble,3,,Giot,0mCage_Swift2_20210923_050100.wav
7,Spectrogram 1,1,1963.812726,1969.151367,13.3,59.8,elephant_vocalization,rumble,3,,Giot,0mCage_Swift2_20210923_050100.wav
8,Spectrogram 1,1,2013.164112,2014.157348,0,8000,elephant_vocalization,trumpet,3,,Giot,0mCage_Swift2_20210923_050100.wav
9,Spectrogram 1,1,2019.821893,2026.448636,16.8,45.1,elephant_vocalization,rumble,3,,Giot,0mCage_Swift2_20210923_050100.wav
10,Spectrogram 1,1,2076.079369,2080.998989,13.291,34.6,elephant_vocalization,rumble,3,,Giot,0mCage_Swift2_20210923_050100.wav
11,Spectrogram 1,1,2101.872456,2109.073413,13.8,38.4,elephant_vocalization,rumble,2,,Giot,0mCage_Swift2_20210923_050100.wav
12,Spectrogram 1,1,2259.129561,2263.474966,24.2,59.2,elephant_vocalization,rumble,3,,Giot,0mCage_Swift2_20210923_050100.wav
13,Spectrogram 1,1,1941.655968,1946.125527,17.678,48.421,elephant_vocalization,rumble,3,,Giot,0mCage_Swift2_20210923_050100.wav
14,Spectrogram 1,1,1874.491374,1883.182184,15.372,175.543,elephant_vocalization,rumble,3,,Giot,0mCage_Swift2_20210923_050100.wav
15,Spectrogram 1,1,1805.880532,1811.343327,17.391,169.022,elephant_vocalization,rumble,3,,Giot,0mCage_Swift2_20210923_050100.wav
16,Spectrogram 1,1,1810.598401,1818.295975,14.674,84.783,elephant_vocalization,rumble,3,,Giot,0mCage_Swift2_20210923_050100.wav
1,Spectrogram 1,1,414.0960589,414.9011097,0,5126.1,elephant_sound,snort,2,Agustin,Giot,0mCage_Swift2_20210923_080100.wav
2,Spectrogram 1,1,464.0565665,464.4669845,130.4,2658.8,elephant_sound,unidentified,1,not sure elephant sound or another sound,Giot,0mCage_Swift2_20210923_080100.wav
3,Spectrogram 1,1,1999.683174,2005.618451,14.6,272.1,elephant_vocalization,rumble,3,,Giot,0mCage_Swift2_20210923_080100.wav
4,Spectrogram 1,1,2048.112507,2049.217479,11.5,7387.4,elephant_sound,unidentified,1,Chris (maybe there's something stuck in his mouth),Giot,0mCage_Swift2_20210923_080100.wav
5,Spectrogram 1,1,3054.66284,3055.767811,17.4,3763,elephant_sound,unidentified,2,Agustin,Giot,0mCage_Swift2_20210923_080100.wav
6,Spectrogram 1,1,3196.225573,3197.377901,23.1,4469.3,elephant_sound,unidentified,1,Chris,Giot,0mCage_Swift2_20210923_080100.wav
7,Spectrogram 1,1,3378.995793,3380.274403,8.1,4095.1,elephant_sound,unidentified,1,Chris (like sound number 4),Giot,0mCage_Swift2_20210923_080100.wav
1,Spectrogram 1,1,1175.947628,1176.715795,0,6631.2,elephant_vocalization,trumpet,3,Chris (being disturbed by mahout),Giot,0mCage_Swift2_20210923_090100.wav
1,Spectrogram 1,1,5.50E+11,5.51E+11,82600,7202400,elephant_sound,snort,3,,Giot,0mCage_Swift2_20210923_210100.wav
2,Spectrogram 1,1,2.44E+12,2.45E+12,0,7796600,elephant_sound,unidentified,2,Chris,Giot,0mCage_Swift2_20210923_210100.wav
3,Spectrogram 1,1,2.45E+12,2.45E+12,0,6939100,elephant_vocalization,trumpet,2,"Boni (when she run, after playing with Chris",Giot,0mCage_Swift2_20210923_210100.wav
4,Spectrogram 1,1,3.38E+12,3.38E+12,0,3151900,elephant_sound,breathing,2,,Giot,0mCage_Swift2_20210923_210100.wav
1,Spectrogram 1,1,1760.106329,1761.565143,34.8,213,elephant_vocalization,rumble,2,,Giot,0mCage_Swift2_20210923_220100.wav
1,Spectrogram 1,1,1228.255016,1229.044281,0,6626.1,elephant_vocalization,roar,2,Boni,Giot,0mCage_Swift2_20210924_000000.wav
1,Spectrogram 1,1,1134.16624,1134.60078,0,7877,elephant_vocalization,trumpet,3,"Sari, maybe scared",Giot,0mCage_Swift2_20210924_030100.wav
2,Spectrogram 1,1,1198.043694,1202.327022,13,59.8,elephant_vocalization,rumble,3,,Giot,0mCage_Swift2_20210924_030100.wav
3,Spectrogram 1,1,1269.556645,1274.165878,13.3,54.2,elephant_vocalization,rumble,2,,Giot,0mCage_Swift2_20210924_030100.wav
1,Spectrogram 1,1,742.3658936,742.9556272,443.5,8000,elephant_vocalization,trumpet,3,dislike/angry,Giot,0mCage_Swift2_20210924_090100.wav
2,Spectrogram 1,1,3200.251165,3201.02713,0,8000,elephant_vocalization,trumpet,3,maybe dislike/angry,Giot,0mCage_Swift2_20210924_090100.wav
1,Spectrogram 1,1,2275.777977,2276.488164,0,6493.1,elephant_vocalization,roar,2,Berti,giot,0mCage_Swift2_20210924_160000.wav
2,Spectrogram 1,1,2436.674889,2440.809759,16.9,185.2,elephant_vocalization,rumble,3,Agustin,giot,0mCage_Swift2_20210924_160000.wav
3,Spectrogram 1,1,2759.810179,2761.877614,20,115.2,elephant_vocalization,rumble,3,,Giot,0mCage_Swift2_20210924_160000.wav
1,Spectrogram 1,1,3208.695875,3209.800847,0,4034.8,elephant_vocalization,roar,3,"maybe Chris, but dont know the context",Giot,0mCage_Swift2_20211005_020100.wav
1,Spectrogram 1,1,2852.247807,2853.936835,0,8000,elephant_vocalization,trumpet,3,"Boni, when scared/disturbed",giot,0mCage_Swift2_20211005_060100.wav
1,Spectrogram 1,1,855.7801939,856.4785625,0,7778.3,elephant_vocalization,trumpet,3,"Boni, run and play , dan juga takut",Giot,0mCage_Swift2_20211005_070100.wav
2,Spectrogram 1,1,860.9636413,861.9258381,0,7798.1,elephant_vocalization,trumpet,3,"Boni, run, play",Giot,0mCage_Swift2_20211005_070100.wav
3,Spectrogram 1,1,2807.425757,2808.48107,0,8000,elephant_vocalization,roar,3,"Boni, karna takut dengan mahout yang datang",Giot,0mCage_Swift2_20211005_070100.wav
